locus_name	symbol	full_name
AT5G50320	HAG3	HISTONE ACETYLTRANSFERASE OF THE GNAT FAMILY 3
AT5G50375	CPI1	cyclopropyl isomerase
AT5G50380	ATEXO70F1	exocyst subunit exo70 family protein F1
AT5G50380	EXO70F1	exocyst subunit exo70 family protein F1
AT5G50390	EMB3141	EMBRYO DEFECTIVE 3141
AT5G50400	ATPAP27	ARABIDOPSIS THALIANA PURPLE ACID PHOSPHATASE 27
AT5G50400	PAP27	purple acid phosphatase 27
AT5G50430	UBC33	ubiquitin-conjugating enzyme 33
AT5G50440	ATMEMB12	
AT5G50440	MEMB12	membrin 12
AT5G50470	NF-YC7	"nuclear factor Y, subunit C7"
AT5G50480	NF-YC6	"nuclear factor Y, subunit C6"
AT5G50490	NF-YC5	"nuclear factor Y, subunit C5"
AT5G50570	SPL13	SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13
AT5G50570	SPL13A	SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13A
AT5G50580	AT-SAE1-2	
AT5G50580	SAE1B	SUMO-activating enzyme 1B
AT5G50590	AtHSD4	hydroxysteroid dehydrogenase 4
AT5G50590	HSD4	hydroxysteroid dehydrogenase 4
AT5G50600	ATHSD1	HYDROXYSTEROID DEHYDROGENASE 1
AT5G50600	HSD1	hydroxysteroid dehydrogenase 1
AT5G50670	SPL13	SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13
AT5G50670	SPL13B	SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13B
AT5G50680	ATSAE1B	ARABIDOPSIS THALIANA SUMO ACTIVATING ENZYME 1B
AT5G50680	SAE1B	SUMO activating enzyme 1B
AT5G50690	AtHSD7	hydroxysteroid dehydrogenase 7
AT5G50690	HSD7	hydroxysteroid dehydrogenase 7
AT5G50700	HSD1	hydroxysteroid dehydrogenase 1
AT5G50717	MIR405B	microRNA405B
AT5G50720	ATHVA22E	ARABIDOPSIS THALIANA HVA22 HOMOLOGUE E
AT5G50720	HVA22E	HVA22 homologue E
AT5G50750	RGP4	reversibly glycosylated polypeptide 4
AT5G50770	AtHSD6	hydroxysteroid dehydrogenase 6
AT5G50770	HSD6	hydroxysteroid dehydrogenase 6
AT5G50790	AtSWEET10	
AT5G50790	SWEET10	
AT5G50800	AtSWEET13	
AT5G50800	SWEET13	
AT5G50810	TIM8	translocase inner membrane subunit 8
AT5G50820	anac097	NAC domain containing protein 97
AT5G50820	NAC097	NAC domain containing protein 97
AT5G50850	MAB1	MACCI-BOU
AT5G50870	UBC27	ubiquitin-conjugating enzyme 27
AT5G50920	ATHSP93-V	
AT5G50920	CLPC	
AT5G50920	CLPC1	CLPC homologue 1
AT5G50920	DCA1	DE-REGULATED CAO ACCUMULATION 1
AT5G50920	HSP93-V	HEAT SHOCK PROTEIN 93-V
AT5G50950	FUM2	FUMARASE 2
AT5G50960	ATNBP35	NUCLEOTIDE BINDING PROTEIN 35
AT5G50960	NBP35	nucleotide binding protein 35
AT5G51020	CAA33	constitutive activator of AAA-ATPase
AT5G51020	CRL	CRUMPLED LEAF
AT5G51040	SDHAF2	Succinate dehydrogenase assembly factor 2
AT5G51050	APC2	ATP/phosphate carrier 2
AT5G51060	ATRBOHC	A. THALIANA RESPIRATORY BURST OXIDASE HOMOLOG C
AT5G51060	RBOHC	RESPIRATORY BURST OXIDASE HOMOLOG C
AT5G51060	RHD2	ROOT HAIR DEFECTIVE 2
AT5G51070	CLPD	
AT5G51070	ERD1	EARLY RESPONSIVE TO DEHYDRATION 1
AT5G51070	SAG15	SENESCENCE ASSOCIATED GENE 15
AT5G51100	FSD2	Fe superoxide dismutase 2
AT5G51120	ATPABN1	POLYADENYLATE-BINDING PROTEIN 1
AT5G51120	PABN1	polyadenylate-binding protein 1
AT5G51174	SNOR30	small nucleolar RNA30
AT5G51200	EMB3142	EMBRYO DEFECTIVE 3142
AT5G51210	OLEO3	oleosin3
AT5G51230	AtEMF2	
AT5G51230	CYR1	
AT5G51230	EMF2	EMBRYONIC FLOWER 2
AT5G51230	VEF2	CYTOKININ RESISTANT 1
AT5G51290	ACD5	ACCELERATED CELL DEATH 5
AT5G51330	DYAD	
AT5G51330	SWI1	SWITCH1
AT5G51350	MOL1	MORE LATERAL GROWTH1
AT5G51430	EYE	EMBRYO YELLOW
AT5G51450	RIN3	RPM1 interacting protein 3
AT5G51451	CLEL7	CLE-like7
AT5G51451	GLV10	GOLVEN 10
AT5G51451	RGF5	root meristem growth factor 5
AT5G51460	ATTPPA	
AT5G51460	TPPA	trehalose-6-phosphate phosphatase A
AT5G51480	SKS2	SKU5  similar 2
AT5G51545	LPA2	low psii accumulation2
AT5G51550	EXL3	EXORDIUM like 3
AT5G51590	AHL4	AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 4
AT5G51600	ATMAP65-3	ARABIDOPSIS THALIANA MICROTUBULE-ASSOCIATED PROTEIN 65-3
AT5G51600	MAP65-3	MICROTUBULE-ASSOCIATED PROTEIN 65-3
AT5G51600	PLE	PLEIADE
AT5G51640	TBL17	TRICHOME BIREFRINGENCE-LIKE 17
AT5G51640	YLS7	YELLOW-LEAF-SPECIFIC GENE 7
AT5G51660	ATCPSF160	
AT5G51660	CPSF160	cleavage and polyadenylation specificity factor 160
AT5G51690	ACS12	1-amino-cyclopropane-1-carboxylate synthase 12
AT5G51700	ATRAR1	
AT5G51700	PBS2	PPHB SUSCEPTIBLE 2
AT5G51700	RAR1	Required for Mla12 resistance 1
AT5G51700	RPR2	
AT5G51710	ATKEA5	ARABIDOPSIS THALIANA K+ EFFLUX ANTIPORTER 5
AT5G51710	KEA5	K+ efflux antiporter 5
AT5G51720	At-NEET	
AT5G51720	NEET	NEET group protein
AT5G51750	ATSBT1.3	subtilase 1.3
AT5G51750	SBT1.3	subtilase 1.3
AT5G51760	AHG1	ABA-hypersensitive germination 1
AT5G51810	AT2353	
AT5G51810	ATGA20OX2	
AT5G51810	GA20OX2	gibberellin 20 oxidase 2
AT5G51820	ATPGMP	ARABIDOPSIS THALIANA PHOSPHOGLUCOMUTASE
AT5G51820	PGM	phosphoglucomutase
AT5G51820	PGM1	
AT5G51820	STF1	STARCH-FREE 1
AT5G51850	TRM24	TON1 Recruiting Motif 24
AT5G51860	AGL72	AGAMOUS-like 72
AT5G51870	AGL71	AGAMOUS-like 71
AT5G51940	NRPB6A	
AT5G51940	NRPD6A	
AT5G51940	NRPE6A	
AT5G51990	CBF4	C-repeat-binding factor 4
AT5G51990	DREB1D	DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1D
AT5G52000	IMPA-8	importin alpha isoform 8
AT5G52040	At-RS41	arginine/serine-rich splicing factor 41
AT5G52040	ATRSP41	
AT5G52040	RS41	arginine/serine-rich splicing factor 41
AT5G52060	ATBAG1	BCL-2-associated athanogene 1
AT5G52060	BAG1	BCL-2-associated athanogene 1
AT5G52100	CRR1	chlororespiration reduction 1
AT5G52110	CCB2	COFACTOR ASSEMBLY OF COMPLEX C
AT5G52110	HCF208	HIGH CHLOROPHYLL FLUORESCENCE 208
AT5G52120	AtPP2-A14	phloem protein 2-A14
AT5G52120	PP2-A14	phloem protein 2-A14
AT5G52170	HDG7	homeodomain GLABROUS 7
AT5G52200	AtI-2	
AT5G52200	I-2	inhibitor-2
AT5G52210	ATARLB1	
AT5G52210	ATGB1	GTP-binding protein 1
AT5G52210	GB1	GTP-binding protein 1
AT5G52230	MBD13	methyl-CPG-binding domain protein 13
AT5G52240	AtMAPR5	ARABIDOPSIS THALIANA MEMBRANE-ASSOCIATED PROGESTERONE BINDING PROTEIN 5
AT5G52240	ATMP1	
AT5G52240	MSBP1	membrane steroid binding protein 1
AT5G52250	EFO1	EARLY FLOWERING BY OVEREXPRESSION 1
AT5G52250	RUP1	REPRESSOR OF UV-B PHOTOMORPHOGENESIS 1
AT5G52260	AtMYB19	myb domain protein 19
AT5G52260	MYB19	myb domain protein 19
AT5G52290	SHOC1	SHORTAGE IN CHIASMATA 1
AT5G52300	LTI65	LOW-TEMPERATURE-INDUCED 65
AT5G52300	RD29B	RESPONSIVE TO DESSICATION 29B
AT5G52310	COR78	COLD REGULATED 78
AT5G52310	LTI140	
AT5G52310	LTI78	LOW-TEMPERATURE-INDUCED 78
AT5G52310	RD29A	RESPONSIVE TO DESSICATION 29A
AT5G52320	CYP96A4	"cytochrome P450, family 96, subfamily A, polypeptide 4"
AT5G52340	ATEXO70A2	exocyst subunit exo70 family protein A2
AT5G52340	EXO70A2	exocyst subunit exo70 family protein A2
AT5G52350	ATEXO70A3	exocyst subunit exo70 family protein A3
AT5G52350	EXO70A3	exocyst subunit exo70 family protein A3
AT5G52360	ADF10	actin depolymerizing factor 10
AT5G52400	CYP715A1	"cytochrome P450, family 715, subfamily A, polypeptide 1"
AT5G52440	HCF106	HIGH CHLOROPHYLL FLUORESCENCE 106
AT5G52460	EDA41	embryo sac development arrest 41
AT5G52470	ATFBR1	
AT5G52470	ATFIB1	
AT5G52470	FBR1	FIBRILLARIN 1
AT5G52470	FIB1	fibrillarin 1
AT5G52470	SKIP7	SKP1/ASK1-INTERACTING PROTEIN
AT5G52471	U60.1F	
AT5G52510	SCL8	SCARECROW-like 8
AT5G52520	OVA6	OVULE ABORTION 6
AT5G52520	PRORS1	PROLYL-TRNA SYNTHETASE 1
AT5G52552	CPuORF14	conserved peptide upstream open reading frame 14
AT5G52560	ATUSP	UDP-sugar pyrophosphorylase
AT5G52560	USP	UDP-sugar pyrophosphorylase
AT5G52570	B2	
AT5G52570	BCH2	BETA CAROTENOID HYDROXYLASE 2
AT5G52570	BETA-OHASE 2	beta-carotene hydroxylase 2
AT5G52570	CHY2	
AT5G52600	AtMYB82	myb domain protein 82
AT5G52600	MYB82	myb domain protein 82
AT5G52630	MEF1	mitochondrial RNA editing factor 1
AT5G52640	ATHS83	
AT5G52640	AtHsp90-1	HEAT SHOCK PROTEIN 90-1
AT5G52640	ATHSP90.1	heat shock protein 90.1
AT5G52640	HSP81-1	HEAT SHOCK PROTEIN 81-1
AT5G52640	HSP81.1	
AT5G52640	HSP83	HEAT SHOCK PROTEIN 83
AT5G52640	HSP90.1	heat shock protein 90.1
AT5G52797	MIR870A	microRNA870A
AT5G52820	AtNLE	
AT5G52820	NLE	NOTCHLESS
AT5G52830	ATWRKY27	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 27
AT5G52830	WRKY27	WRKY DNA-binding protein 27
AT5G52860	ABCG8	ATP-binding cassette G8
AT5G52870	MAKR5	MEMBRANE-ASSOCIATED KINASE REGULATOR 5
AT5G52900	MAKR6	MEMBRANE-ASSOCIATED KINASE REGULATOR 6
AT5G52910	ATIM	TIMELESS
AT5G52920	PKP-BETA1	plastidic pyruvate kinase beta subunit 1
AT5G52920	PKP1	PLASTIDIAL PYRUVATE KINASE 1
AT5G52920	PKP2	PLASTIDIAL PYRUVATE KINASE 2
AT5G53000	TAP46	2A phosphatase associated protein of 46 kD
AT5G53040	GRD	GROUNDED
AT5G53040	RKD4	RWP-RK domain-containing 4
AT5G53060	RCF3	regulator of CBF gene expression 3
AT5G53060	SHI1	SHINY 1
AT5G53120	ATSPDS3	SPERMIDINE SYNTHASE 3
AT5G53120	SPDS3	spermidine synthase 3
AT5G53120	SPMS	
AT5G53130	ATCNGC1	CYCLIC NUCLEOTIDE-GATED CHANNEL 1
AT5G53130	CNGC1	cyclic nucleotide gated channel 1
AT5G53160	PYL8	PYR1-like 8
AT5G53160	RCAR3	regulatory components of ABA receptor 3
AT5G53170	FTSH11	FTSH protease 11
AT5G53180	ATPTB2	POLYPYRIMIDINE TRACT-BINDING PROTEIN 2
AT5G53180	PTB2	polypyrimidine tract-binding protein 2
AT5G53190	AtSWEET3	
AT5G53190	SWEET3	
AT5G53200	TRY	TRIPTYCHON
AT5G53210	SPCH	SPEECHLESS
AT5G53250	AGP22	arabinogalactan protein 22
AT5G53250	ATAGP22	ARABINOGALACTAN PROTEIN 22
AT5G53280	PDV1	PLASTID DIVISION1
AT5G53290	CRF3	cytokinin response factor 3
AT5G53300	UBC10	ubiquitin-conjugating enzyme 10
AT5G53350	CLPX	CLP protease regulatory subunit X
AT5G53370	ATPMEPCRF	PECTIN METHYLESTERASE PCR FRAGMENT F
AT5G53370	PMEPCRF	pectin methylesterase PCR fragment F
AT5G53390	FOP1	FOLDED PETAL 1
AT5G53390	WSD11	NTHASE/DIACYLGLYCEROL ACYLTRANSFERASE 11
AT5G53400	BOB1	BOBBER1
AT5G53430	ATX5	
AT5G53430	SDG29	SET domain group 29
AT5G53430	SET29	
AT5G53450	ORG1	OBP3-responsive gene 1
AT5G53460	GLT1	NADH-dependent glutamate synthase 1
AT5G53470	ACBP	ACYL-COA BINDING PROTEIN
AT5G53470	ACBP1	acyl-CoA binding protein 1
AT5G53470	AtACBP1	
AT5G53480	AtKPNB1	
AT5G53480	KPNB1	homolog of human KPNB1
AT5G53510	ATOPT9	oligopeptide transporter 9
AT5G53510	OPT9	oligopeptide transporter 9
AT5G53520	ATOPT8	oligopeptide transporter 8
AT5G53520	OPT8	oligopeptide transporter 8
AT5G53530	VPS26A	vacuolar protein sorting 26A
AT5G53550	ATYSL3	YELLOW STRIPE LIKE 3
AT5G53550	YSL3	YELLOW STRIPE like 3
AT5G53560	ATB5-A	
AT5G53560	ATCB5-E	ARABIDOPSIS CYTOCHROME B5 ISOFORM E
AT5G53560	B5 #2	
AT5G53560	CB5-E	cytochrome B5 isoform E
AT5G53580	AtPLR1	
AT5G53580	PLR1	pyridoxal reductase 1
AT5G53588	CPuORF50	conserved peptide upstream open reading frame 50
AT5G53660	AtGRF7	growth-regulating factor 7
AT5G53660	GRF7	growth-regulating factor 7
AT5G53730	NHL26	NDR1/HIN1-like 26
AT5G53760	ATMLO11	MILDEW RESISTANCE LOCUS O 11
AT5G53760	MLO11	MILDEW RESISTANCE LOCUS O 11
AT5G53850	DEP1	DEHYDRATASE-ENOLASE-PHOSPHATASE-COMPLEX 1
AT5G53860	emb2737	embryo defective 2737
AT5G53860	EMB64	EMBRYO DEFECTIVE 64
AT5G53870	AtENODL1	
AT5G53870	ENODL1	early nodulin-like protein 1
AT5G53890	AtPSKR2	
AT5G53890	PSKR2	phytosylfokine-alpha receptor 2
AT5G53902	U3B	U3 small nucleolar RNAb
AT5G53950	ANAC098	Arabidopsis NAC domain containing protein 98
AT5G53950	ATCUC2	CUP-SHAPED COTYLEDON 2
AT5G53950	CUC2	CUP-SHAPED COTYLEDON 2
AT5G53970	TAT7	tyrosine aminotransferase 7
AT5G53980	ATHB52	homeobox protein 52
AT5G53980	HB52	homeobox protein 52
AT5G54060	UF3GT	UDP-glucose:flavonoid 3-o-glucosyltransferase
AT5G54060	UGT79B1	UDP-glucosyl transferase 79B1
AT5G54070	AT-HSFA9	ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR  A9
AT5G54070	HSFA9	heat shock transcription factor  A9
AT5G54075	U3D	U3 small nucleolar RNAd
AT5G54080	AtHGO	
AT5G54080	HGO	homogentisate 1,2-dioxygenase
AT5G54110	ATMAMI	membrane-associated mannitol-induced
AT5G54110	MAMI	membrane-associated mannitol-induced
AT5G54140	ILL3	IAA-leucine-resistant (ILR1)-like 3
AT5G54160	ATOMT1	O-methyltransferase 1
AT5G54160	COMT1	caffeate O-methyltransferase 1
AT5G54160	OMT1	O-methyltransferase 1
AT5G54180	PTAC15	plastid transcriptionally active 15
AT5G54190	PORA	protochlorophyllide oxidoreductase A
AT5G54225	LCR83	low-molecular-weight cysteine-rich 83
AT5G54230	AtMYB49	myb domain protein 49
AT5G54230	MYB49	myb domain protein 49
AT5G54250	ATCNGC4	cyclic nucleotide-gated cation channel 4
AT5G54250	CNGC4	cyclic nucleotide-gated cation channel 4
AT5G54250	DND2	DEFENSE, NO DEATH 2
AT5G54250	HLM1	
AT5G54260	ATMRE11	ARABIDOPSIS MEIOTIC RECOMBINATION 11
AT5G54260	MRE11	MEIOTIC RECOMBINATION 11
AT5G54270	LHCB3	light-harvesting chlorophyll B-binding protein 3
AT5G54270	LHCB3*1	
AT5G54280	ATM2	myosin 2
AT5G54280	ATM4	ARABIDOPSIS THALIANA MYOSIN 4
AT5G54280	ATMYOS1	ARABIDOPSIS THALIANA MYOSIN 1
AT5G54290	CcdA	
AT5G54310	AGD5	ARF-GAP domain 5
AT5G54310	NEV	NEVERSHED
AT5G54380	THE1	THESEUS1
AT5G54390	AHL	HAL2-like
AT5G54390	ATAHL	
AT5G54390	HL	HAL2-like
AT5G54430	ATPHOS32	
AT5G54430	PHOS32	
AT5G54440	AtTRS130	
AT5G54440	CLUB	CLUB
AT5G54470	BBX29	B-box domain protein 29
AT5G54490	PBP1	pinoid-binding protein 1
AT5G54500	FQR1	flavodoxin-like quinone reductase 1
AT5G54510	DFL1	DWARF IN LIGHT 1
AT5G54510	GH3.6	Gretchen Hagen3.6
AT5G54570	BGLU41	beta glucosidase 41
AT5G54590	CRLK1	calcium/calmodulin-regulated receptor-like kinase 1
AT5G54600	RPL24	plastid ribosomal protein L24
AT5G54600	SVR8	SUPPRESSOR OF VARIEGATION 8
AT5G54610	ANK	ankyrin
AT5G54610	BDA1	bian da 2 (becoming big in Chinese)
AT5G54640	ATHTA1	
AT5G54640	HTA1	histone H2A 1
AT5G54640	RAT5	RESISTANT TO AGROBACTERIUM TRANSFORMATION 5
AT5G54650	ATFH5	FORMIN HOMOLOGY 5
AT5G54650	Fh5	formin homology5
AT5G54670	ATK3	kinesin 3
AT5G54670	KATC	KINESIN-LIKE PROTEIN IN ARABIDOPSIS THALIANA C
AT5G54680	bHLH105	basic Helix-Loop-Helix 105
AT5G54680	ILR3	iaa-leucine resistant3
AT5G54690	GAUT12	galacturonosyltransferase 12
AT5G54690	IRX8	IRREGULAR XYLEM 8
AT5G54690	LGT6	
AT5G54730	ATATG18F	ARABIDOPSIS THALIANA HOMOLOG OF YEAST AUTOPHAGY 18 (ATG18) F
AT5G54730	ATG18F	homolog of yeast autophagy 18 (ATG18) F
AT5G54730	G18F	homolog of yeast autophagy 18 (ATG18) F
AT5G54740	SESA5	seed storage albumin 5
AT5G54745	DEG16	degradation of periplasmic proteins 16
AT5G54770	THI1	
AT5G54770	THI4	THIAMINE4
AT5G54770	TZ	THIAZOLE REQUIRING
AT5G54800	ATGPT1	ARABIDOPSIS GLUCOSE 6-PHOSPHATE/PHOSPHATE TRANSLOCATOR 1
AT5G54800	GPT1	glucose 6-phosphate/phosphate translocator 1
AT5G54810	ATTSB1	
AT5G54810	TRP2	TRYPTOPHAN BIOSYNTHESIS 2
AT5G54810	TRPB	TRYPTOPHAN BIOSYNTHESIS B
AT5G54810	TSB1	tryptophan synthase beta-subunit 1
AT5G54840	ATSGP1	
AT5G54840	SGP1	
AT5G54890	mCSF2	mitochondrial CAF-like splicing factor 2
AT5G54900	ATRBP45A	RNA-binding protein 45A
AT5G54900	RBP45A	RNA-binding protein 45A
AT5G54960	PDC2	pyruvate decarboxylase-2
AT5G55000	FIP2	
AT5G55020	ATMYB120	
AT5G55020	MYB120	myb domain protein 120
AT5G55080	AtRAN4	ras-related nuclear protein 4
AT5G55080	RAN4	ras-related nuclear protein 4
AT5G55090	MAPKKK15	mitogen-activated protein kinase kinase kinase 15
AT5G55120	VTC5	VITAMIN C DEFECTIVE 5
AT5G55130	CNX5	"co-factor for nitrate, reductase and xanthine dehydrogenase 5"
AT5G55130	SIR1	SIRTINOL RESISTANT 1
AT5G55160	ATSUMO2	
AT5G55160	SUM2	SMALL UBIQUITIN-LIKE MODIFIER 2
AT5G55160	SUMO 2	SMALL UBIQUITIN-LIKE MODIFIER 2
AT5G55160	SUMO2	small ubiquitin-like modifier 2
AT5G55170	ATSUMO3	
AT5G55170	SUM3	SMALL UBIQUITIN-LIKE MODIFIER 3
AT5G55170	SUMO 3	SMALL UBIQUITIN-LIKE MODIFIER 3
AT5G55170	SUMO3	small ubiquitin-like modifier 3
AT5G55190	ATRAN3	RAN GTPASE 3
AT5G55190	RAN3	RAN GTPase 3
AT5G55200	MGE1	mitochondrial GrpE 1
AT5G55230	ATMAP65-1	microtubule-associated proteins 65-1
AT5G55230	MAP65-1	
AT5G55230	MAP65-1	microtubule-associated proteins 65-1
AT5G55240	ATPXG2	ARABIDOPSIS THALIANA PEROXYGENASE 2
AT5G55250	AtIAMT1	
AT5G55250	IAMT1	IAA carboxylmethyltransferase 1
AT5G55260	PPX-2	PROTEIN PHOSPHATASE X -2
AT5G55260	PPX2	protein phosphatase X 2
AT5G55280	ATFTSZ1-1	ARABIDOPSIS THALIANA HOMOLOG OF BACTERIAL CYTOKINESIS Z-RING PROTEIN FTSZ 1-1
AT5G55280	CPFTSZ	CHLOROPLAST FTSZ
AT5G55280	FTSZ1-1	homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1
AT5G55300	MGO1	MGOUN 1
AT5G55300	TOP1	TOPOISOMERASE 1
AT5G55300	TOP1ALPHA	DNA topoisomerase I alpha
AT5G55310	TOP1	TOPOISOMERASE 1
AT5G55310	TOP1BETA	DNA topoisomerase 1 beta
AT5G55390	EDM2	ENHANCED DOWNY MILDEW 2
AT5G55470	ATNHX3	ARABIDOPSIS THALIANA NA+/H+ (SODIUM HYDROGEN) EXCHANGER 3
AT5G55470	NHX3	Na+/H+ (sodium hydrogen) exchanger 3
AT5G55480	GDPDL4	Glycerophosphodiester phosphodiesterase (GDPD) like 4
AT5G55480	GPDL1	glycerophosphodiesterase-like 1
AT5G55480	SVL1	SHV3-like 1
AT5G55490	ATGEX1	GAMETE EXPRESSED PROTEIN 1
AT5G55490	GEX1	gamete expressed protein 1
AT5G55500	ATXYLT	ARABIDOPSIS THALIANA BETA-1,2-XYLOSYLTRANSFERASE
AT5G55500	XYLT	"beta-1,2-xylosyltransferase"
AT5G55540	LOP1	LOPPED 1
AT5G55540	TRN1	TORNADO 1
AT5G55590	QRT1	QUARTET 1
AT5G55630	ATKCO1	
AT5G55630	ATTPK1	TANDEM PORE K+ CHANNEL 1
AT5G55630	KCO1	CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 1
AT5G55630	KCO1	TWO PORE K CHANNEL
AT5G55630	TPK1	TWO PORE K CHANNEL 1
AT5G55700	BAM4	beta-amylase 4
AT5G55700	BMY6	BETA-AMYLASE 6
AT5G55710	AtTic20-V	translocon at the inner envelope membrane of chloroplasts 20-V
AT5G55710	Tic20-V	translocon at the inner envelope membrane of chloroplasts 20-V
AT5G55730	FLA1	FASCICLIN-like arabinogalactan 1
AT5G55740	CRR21	chlororespiratory reduction 21
AT5G55760	SRT1	sirtuin 1
AT5G55810	AtNMNAT	nicotinate/nicotinamide mononucleotide adenyltransferase
AT5G55810	NMNAT	nicotinate/nicotinamide mononucleotide adenyltransferase
AT5G55820	WYR	WYRD
AT5G55835	MIR156H	microRNA156H
AT5G55850	NOI	
AT5G55910	D6PK	D6 protein kinase
AT5G55920	OLI2	OLIGOCELLULA 2
AT5G55930	ATOPT1	ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1
AT5G55930	OPT1	oligopeptide transporter 1
AT5G55940	emb2731	embryo defective 2731
AT5G55990	ATCBL2	
AT5G55990	CBL2	calcineurin B-like protein 2
AT5G56000	AtHsp90.4	HEAT SHOCK PROTEIN 90.4
AT5G56000	Hsp81.4	HEAT SHOCK PROTEIN 81.4
AT5G56010	AtHsp90-3	HEAT SHOCK PROTEIN 90-3
AT5G56010	AtHsp90.3	HEAT SHOCK PROTEIN 90.3
AT5G56010	HSP81-3	heat shock protein 81-3
AT5G56010	Hsp81.3	HEAT SHOCK PROTEIN 81.3
AT5G56030	AtHsp90.2	HEAT SHOCK PROTEIN 90.2
AT5G56030	ERD8	EARLY-RESPONSIVE TO DEHYDRATION 8
AT5G56030	HSP81-2	heat shock protein 81-2
AT5G56030	HSP81.2	heat shock protein 81.2
AT5G56030	HSP90.2	HEAT SHOCK PROTEIN  90.2
AT5G56080	ATNAS2	ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 2
AT5G56080	NAS2	nicotianamine synthase 2
AT5G56090	COX15	cytochrome c oxidase 15
AT5G56110	AtMYB103	myb domain protein 103
AT5G56110	ATMYB80	ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 80
AT5G56110	MS188	MALE STERILE 188
AT5G56110	MYB103	myb domain protein 103
AT5G56110	MYB80	
AT5G56130	AtTEX1	
AT5G56130	TEX1	
AT5G56130	THO3	
AT5G56150	UBC30	ubiquitin-conjugating enzyme 30
AT5G56170	LLG1	LORELEI-LIKE-GPI-ANCHORED PROTEIN 1
AT5G56180	ARP8	
AT5G56180	ARP8	actin-related protein 8
AT5G56180	ATARP8	actin-related protein 8
AT5G56210	WIP2	WPP domain interacting protein 2
AT5G56230	PRA1.G2	prenylated RAB acceptor 1.G2
AT5G56250	HAP8	HAPLESS 8
AT5G56270	ATWRKY2	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 2
AT5G56270	WRKY2	WRKY DNA-binding protein 2
AT5G56280	CSN6A	COP9 signalosome subunit 6A
AT5G56290	ATPEX5	ARABIDOPSIS PEROXIN 5
AT5G56290	EMB2790	EMBRYO DEFECTIVE 2790
AT5G56290	PEX5	peroxin 5
AT5G56300	GAMT2	gibberellic acid methyltransferase 2
AT5G56320	ATEXP14	
AT5G56320	ATEXPA14	expansin A14
AT5G56320	ATHEXP ALPHA 1.5	
AT5G56320	EXP14	EXPANSIN 14
AT5G56320	EXPA14	expansin A14
AT5G56330	ACA8	alpha carbonic anhydrase 8
AT5G56330	ATACA8	A. THALIANA ALPHA CARBONIC ANHYDRASE 8
AT5G56340	ATCRT1	
AT5G56360	PSL4	PRIORITY IN SWEET LIFE 4
AT5G56450	PM-ANT	
AT5G56470	AtGulLO7	
AT5G56470	GulLO7	L -gulono-1,4-lactone ( L -GulL) oxidase 1
AT5G56490	AtGulLO4	
AT5G56490	GulLO4	L -gulono-1,4-lactone ( L -GulL) oxidase 4
AT5G56500	Cpn60beta3	chaperonin-60beta3
AT5G56510	APUM12	pumilio 12
AT5G56510	PUM12	pumilio 12
AT5G56540	AGP14	arabinogalactan protein 14
AT5G56540	ATAGP14	
AT5G56550	ATOXS3	OXIDATIVE STRESS 3
AT5G56550	OXS3	OXIDATIVE STRESS 3
AT5G56580	ANQ1	ARABIDOPSIS NQK1
AT5G56580	ATMKK6	ARABIDOPSIS THALIANA MAP KINASE KINASE 6
AT5G56580	MKK6	MAP kinase kinase 6
AT5G56600	PFN3	PROFILIN 3
AT5G56600	PRF3	profilin 3
AT5G56620	anac099	NAC domain containing protein 99
AT5G56620	NAC099	NAC domain containing protein 99
AT5G56630	PFK7	phosphofructokinase 7
AT5G56640	MIOX5	myo-inositol oxygenase 5
AT5G56650	ILL1	IAA-leucine resistant (ILR)-like 1
AT5G56660	ILL2	IAA-leucine resistant (ILR)-like 2
AT5G56680	EMB2755	EMBRYO DEFECTIVE 2755
AT5G56680	SYNC1	
AT5G56680	SYNC1 ARATH	
AT5G56720	c-NAD-MDH3	cytosolic-NAD-dependent malate dehydrogenase 3
AT5G56740	HAC07	
AT5G56740	HAC7	
AT5G56740	HAG02	
AT5G56740	HAG2	histone acetyltransferase of the GNAT family 2
AT5G56750	NDL1	N-MYC downregulated-like 1
AT5G56760	ATSERAT1;1	serine acetyltransferase 1;1
AT5G56760	SAT-52	SERINE ACETYLTRANSFERASE 52
AT5G56760	SAT5	SERINE ACETYLTRANSFERASE 5
AT5G56760	SERAT1;1	serine acetyltransferase 1;1
AT5G56780	ATET2	ARABIDOPSIS EFFECTOR OF TRANSCRIPTION2
AT5G56780	ET2	effector of transcription2
AT5G56795	MT1B	metallothionein 1B
